time,gx,gy,gz,ax,ay,az,Mag_X,Mag_Y,Mag_Z
1070448,0.048213,-0.040882,-0.087836,0.9828497959183673,-0.045382040816326526,0.08723010204081631,-0.334458,-0.456647,0.5866600000000001
1070548,0.062547,-0.069855,-0.076805,0.9817997959183674,-0.03927755102040816,0.09371285714285714,-0.334208,-0.46572700000000006,0.598723
1070648,0.081149,-0.091391,-0.074645,0.9865574489795917,-0.030357040816326526,0.09356663265306121,-0.332957,-0.47233100000000006,0.6109140000000001
1070748,0.087434,-0.09979600000000001,-0.078797,0.9954889795918366,-0.01447408163265306,0.09203499999999999,-0.335136,-0.478736,0.620105
1070848,0.100062,-0.099391,-0.086378,1.0029325510204081,0.0005204081632653061,0.08532612244897958,-0.332446,-0.48501000000000005,0.63532
1070948,0.10771700000000001,-0.09764600000000001,-0.103906,1.0108297959183674,0.005148775510204081,0.08099377551020408,-0.334131,-0.48795900000000003,0.645189
1071048,0.10963699999999998,-0.098597,-0.120242,1.0026264285714286,0.015424897959183675,0.08520530612244898,-0.332781,-0.49579399999999996,0.651805
1071148,0.106778,-0.10267899999999999,-0.125552,0.9942367346938775,0.01411142857142857,0.08669785714285713,-0.335523,-0.501861,0.66452
1071248,0.09750700000000001,-0.11418800000000001,-0.123956,0.9918602040816327,0.002240612244897959,0.08358673469387755,-0.33624,-0.505396,0.675863
1071348,0.093287,-0.120429,-0.121313,0.9885566326530613,-0.008709999999999999,0.08881112244897958,-0.338378,-0.5087149999999999,0.683207
1071448,0.10040299999999999,-0.118708,-0.115452,0.9871368367346939,-0.010953163265306123,0.0920788775510204,-0.33865,-0.515867,0.696872
1071548,0.11446500000000001,-0.12044,-0.117495,0.9886805102040815,-0.012577142857142854,0.08799071428571428,-0.344895,-0.520432,0.710661
1071648,0.128251,-0.11954000000000001,-0.12216700000000001,0.9869817346938775,-0.0127084693877551,0.08683724489795917,-0.343607,-0.52694,0.720852
1071748,0.13911700000000002,-0.119627,-0.127224,0.9841679591836735,-0.01169142857142857,0.08187367346938774,-0.347835,-0.532959,0.733067
1071848,0.14027,-0.11357,-0.128368,0.9829064285714285,-0.008455204081632653,0.08109673469387754,-0.35015,-0.542691,0.749102
1071948,0.130123,-0.11090599999999999,-0.131519,0.9892672448979591,0.0054851020408163255,0.07329959183673469,-0.346868,-0.548234,0.7593449999999999
1072048,0.114099,-0.102693,-0.12804400000000002,0.9958491836734694,0.020302959183673468,0.07351357142857143,-0.346116,-0.555329,0.77151
1072148,0.08723500000000001,-0.096812,-0.128192,0.9983633673469386,0.02160551020408163,0.07073020408163265,-0.349787,-0.560215,0.780777
1072248,0.076402,-0.090322,-0.131759,1.000743163265306,0.022044897959183674,0.060976428571428556,-0.347492,-0.565719,0.79052
1072348,0.071109,-0.092929,-0.12098099999999999,0.9959977551020408,0.021046428571428574,0.07211683673469386,-0.35218,-0.571634,0.8007350000000001
1072448,0.070744,-0.094837,-0.10901500000000001,0.995935,0.02001295918367347,0.0704284693877551,-0.35732600000000003,-0.5754520000000001,0.809052
1072548,0.068141,-0.095627,-0.10566600000000001,0.9969490816326528,0.014422448979591837,0.06733224489795918,-0.359012,-0.5788989999999999,0.818896
1072648,0.062587,-0.106315,-0.10297100000000001,0.9934125510204082,0.020014285714285714,0.06928653061224489,-0.358694,-0.586316,0.8275370000000001
1072748,0.05787899999999999,-0.11116199999999998,-0.095795,0.9923605102040816,0.03130969387755102,0.07078561224489795,-0.359842,-0.58818,0.835457
1072848,0.06311900000000001,-0.10219199999999999,-0.091753,0.9904780612244898,0.03972387755102041,0.07013244897959182,-0.359475,-0.59448,0.84165
1072948,0.059145,-0.08354,-0.090019,0.9895990816326531,0.040899591836734694,0.06436061224489796,-0.358088,-0.597757,0.8469959999999999
1073048,0.050592000000000005,-0.077606,-0.085409,0.9916486734693878,0.04192622448979592,0.05850438775510204,-0.355167,-0.59897,0.8504440000000001
1073148,0.039686,-0.073585,-0.08050800000000001,0.998633775510204,0.04000744897959183,0.05781704081632652,-0.35071399999999997,-0.600608,0.8518690000000001
1073248,0.026198000000000003,-0.075629,-0.073617,0.9997665306122447,0.046925714285714286,0.05847295918367347,-0.34426999999999996,-0.602776,0.853269
1073348,0.017034,-0.083712,-0.06642999999999999,0.9983406122448979,0.049808571428571424,0.05929020408163265,-0.333267,-0.5988680000000001,0.851476
1073448,0.004219,-0.089867,-0.064708,1.0002477551020406,0.05331520408163265,0.0589004081632653,-0.324331,-0.600078,0.852928
1073548,-0.015102,-0.093154,-0.059088,1.0002397959183673,0.05622081632653061,0.059206224489795914,-0.30325799999999997,-0.593572,0.845767
1073648,-0.042155,-0.08987,-0.055923,0.9996881632653061,0.05021183673469388,0.05720204081632652,-0.282681,-0.590522,0.837929
1073748,-0.06091,-0.088226,-0.046419,0.9970913265306122,0.05462877551020408,0.04887704081632653,-0.26059299999999996,-0.582987,0.8298200000000001
1073848,-0.07795099999999999,-0.091653,-0.039452999999999995,0.9972545918367346,0.053613469387755096,0.04163377551020408,-0.247915,-0.576652,0.8186329999999999
1073948,-0.099872,-0.09404900000000001,-0.031836,0.9982932653061224,0.05003948979591836,0.03988836734693877,-0.24030300000000002,-0.565994,0.8126720000000001
1074048,-0.113276,-0.093794,-0.027019,0.9941864285714285,0.04526255102040815,0.0434088775510204,-0.236704,-0.560304,0.807454
1074148,-0.119708,-0.088266,-0.02371,0.9935910204081633,0.03924785714285714,0.04306530612244897,-0.242486,-0.549289,0.7984899999999999
1074248,-0.122551,-0.088645,-0.02126,0.9941364285714284,0.02943438775510204,0.04310459183673469,-0.24631599999999998,-0.539896,0.791449
1074348,-0.12089200000000001,-0.09413400000000001,-0.022755,0.997627857142857,0.020054795918367344,0.043188979591836735,-0.253222,-0.527708,0.789557
1074448,-0.11875799999999999,-0.105053,-0.024564,1.0049074489795917,0.014741530612244898,0.04928969387755102,-0.258015,-0.515736,0.781143
1074548,-0.118138,-0.11296800000000001,-0.028695,1.011096632653061,0.009379897959183673,0.05462887755102041,-0.26098000000000005,-0.5076930000000001,0.781049
1074648,-0.10606700000000001,-0.10751400000000001,-0.036765,1.0153074489795917,0.014231530612244898,0.05563418367346938,-0.261336,-0.505829,0.773628
1074748,-0.091727,-0.093566,-0.043789,1.010123775510204,0.022669183673469387,0.04707734693877551,-0.258336,-0.4994,0.7739590000000001
1074848,-0.07886900000000001,-0.090159,-0.051320000000000005,1.0035473469387755,0.024059591836734694,0.035752244897959175,-0.260278,-0.49179799999999996,0.7723409999999999
1074948,-0.073395,-0.098944,-0.057226,1.0040020408163264,0.025893265306122445,0.03694448979591836,-0.252641,-0.488019,0.7640239999999999
1075048,-0.077632,-0.104342,-0.066005,1.0110717346938773,0.02800163265306122,0.04403836734693877,-0.24412399999999998,-0.48653900000000005,0.761604
1075148,-0.09306,-0.11251199999999999,-0.064982,1.0078465306122448,0.02945204081632653,0.05882928571428571,-0.23661999999999997,-0.48409399999999997,0.760234
1075248,-0.113851,-0.120484,-0.06060700000000001,1.0090348979591834,0.03697928571428571,0.0665680612244898,-0.232621,-0.48114399999999996,0.759887
1075348,-0.12900799999999998,-0.116129,-0.053849,1.0116980612244897,0.04762255102040816,0.06223428571428571,-0.22652600000000003,-0.47796000000000005,0.7540439999999999
1075448,-0.137127,-0.099922,-0.047375,1.004249081632653,0.0528954081632653,0.04338704081632653,-0.22552199999999997,-0.47894899999999996,0.753494
1075548,-0.143867,-0.089404,-0.046892,0.9918354081632652,0.052389897959183675,0.02733224489795918,-0.23097800000000002,-0.47582399999999997,0.752645
1075648,-0.148802,-0.084915,-0.053963,0.9911983673469387,0.061704387755102036,0.021304591836734693,-0.235391,-0.47309300000000004,0.749272
1075748,-0.147524,-0.075847,-0.052128999999999995,0.9890553061224489,0.040984489795918365,0.024940816326530606,-0.24086100000000002,-0.47298199999999996,0.748771
1075848,-0.146819,-0.071988,-0.041213,0.9974514285714285,0.03557571428571429,0.030074489795918365,-0.24525,-0.466715,0.744576
1075948,-0.150332,-0.076017,-0.036374000000000004,1.0030914285714285,0.029446530612244896,0.031290204081632654,-0.249191,-0.46257,0.742779
1076048,-0.151254,-0.087812,-0.028667,1.0045383673469388,0.026569591836734692,0.03744622448979591,-0.246639,-0.459974,0.739907
1076148,-0.152114,-0.093657,-0.027326999999999997,1.0074451020408162,0.03316683673469388,0.036830612244897955,-0.253015,-0.45564499999999997,0.735111
1076248,-0.1533,-0.098635,-0.032103,1.003104081632653,0.038509387755102036,0.03288897959183673,-0.25051999999999996,-0.453193,0.7352390000000001
1076348,-0.160206,-0.102051,-0.034038,1.006229693877551,0.032758469387755104,0.02945316326530612,-0.252948,-0.44902299999999995,0.732442
1076448,-0.164427,-0.09569,-0.037036,0.996215612244898,0.046152040816326526,0.02761734693877551,-0.257821,-0.44569,0.7270949999999999
1076548,-0.156299,-0.090222,-0.053965,0.9967861224489796,0.05345622448979591,0.02089704081632653,-0.258808,-0.44565,0.726595
1076648,-0.15293900000000002,-0.084848,-0.051258000000000005,1.0014615306122447,0.024718163265306122,0.0262019387755102,-0.266273,-0.44154499999999997,0.726796
1076748,-0.156164,-0.081164,-0.041449,1.0022355102040816,0.01944224489795918,0.028698469387755096,-0.267733,-0.43796199999999996,0.725474
1076848,-0.158275,-0.071457,-0.033782,1.0037135714285712,0.02699397959183673,0.02605357142857143,-0.27021,-0.435407,0.7251
1076948,-0.150015,-0.071096,-0.032302,1.0021465306122448,0.028366224489795915,0.02348489795918367,-0.271673,-0.43331800000000004,0.7237020000000001
1077048,-0.143569,-0.07334700000000001,-0.032272,1.003469081632653,0.03199795918367347,0.027011020408163264,-0.273111,-0.42769399999999996,0.721482
1077148,-0.135722,-0.076338,-0.027554000000000002,1.005730612244898,0.034097857142857145,0.025088571428571425,-0.27210100000000004,-0.42519399999999996,0.72111
1077248,-0.140599,-0.073878,-0.025144999999999997,1.0056754081632653,0.031162448979591834,0.02444775510204082,-0.27550399999999997,-0.41996400000000006,0.717364
1077348,-0.136989,-0.06984,-0.023169,1.00809193877551,0.0284984693877551,0.024365102040816326,-0.277518,-0.41601899999999997,0.719066
1077448,-0.12954000000000002,-0.062278,-0.025006999999999998,1.0075839795918367,0.028220102040816323,0.023871734693877548,-0.277391,-0.41271599999999997,0.712721
1077548,-0.12325599999999999,-0.057539,-0.025649,0.9972607142857143,0.033678469387755094,0.019823571428571427,-0.2784,-0.404303,0.7146520000000001
1077648,-0.128054,-0.064092,-0.027643,0.9934599999999999,0.04439153061224489,0.015696224489795917,-0.28081799999999996,-0.399611,0.711381
1077748,-0.136037,-0.07224900000000001,-0.02925,0.9900803061224488,0.05816571428571428,0.017523673469387754,-0.280725,-0.394412,0.707137
1077848,-0.144779,-0.075334,-0.031651,0.9924921428571426,0.06964244897959183,0.016080510204081633,-0.27810100000000004,-0.38716300000000003,0.700996
1077948,-0.155859,-0.079824,-0.034214999999999995,0.9930912244897958,0.07369663265306123,0.012905408163265306,-0.276018,-0.382992,0.696702
1078048,-0.158149,-0.086562,-0.039978,0.9933083673469387,0.07926663265306122,0.01814051020408163,-0.271873,-0.376193,0.689036
1078148,-0.157269,-0.083348,-0.05455700000000001,1.0095467346938776,0.06434122448979591,0.02219795918367347,-0.264239,-0.36895100000000003,0.681397
1078248,-0.148661,-0.06792999999999999,-0.057356,1.013343163265306,0.04121908163265306,0.026635510204081635,-0.263083,-0.362603,0.673706
1078348,-0.143774,-0.053769000000000004,-0.051028,1.0116968367346937,0.030120612244897958,0.02522867346938775,-0.257383,-0.35815,0.662415
1078448,-0.14215999999999998,-0.045021,-0.045394,1.0031205102040817,0.03228224489795918,0.021139795918367343,-0.251682,-0.34824099999999997,0.651904
1078548,-0.148983,-0.036045999999999995,-0.040573000000000005,0.9995435714285713,0.03813438775510204,0.014701836734693875,-0.24050500000000002,-0.340411,0.641293
1078648,-0.16241,-0.030205000000000003,-0.038435000000000004,0.991009693877551,0.03799020408163265,0.006525204081632653,-0.232794,-0.335942,0.629003
1078748,-0.179679,-0.032541,-0.030202,0.9869427551020408,0.04490214285714285,0.00019591836734693873,-0.227566,-0.327447,0.616916
1078848,-0.196492,-0.037864999999999996,-0.022741,0.9922964285714285,0.0563784693877551,0.002269285714285714,-0.214802,-0.319899,0.601282
1078948,-0.20457999999999998,-0.04614,-0.015199,0.998420612244898,0.06264204081632653,0.0032859183673469385,-0.203074,-0.313427,0.587596
1079048,-0.20865999999999998,-0.05860800000000001,-0.011617,0.9996886734693876,0.06783387755102041,0.007606632653061224,-0.19275499999999998,-0.305719,0.569461
1079148,-0.208358,-0.070788,-0.015018,1.0024073469387753,0.06520153061224489,0.01589877551020408,-0.179484,-0.298155,0.5533279999999999
1079248,-0.203511,-0.065338,-0.022238,1.0056262244897958,0.05278591836734694,0.018949489795918366,-0.171705,-0.29252,0.53759
1079348,-0.18707000000000001,-0.044889,-0.026036,1.010575306122449,0.04235255102040816,0.021070918367346935,-0.163449,-0.287939,0.522802
1079448,-0.160975,-0.026086,-0.028222000000000004,0.9969221428571426,0.03529744897959184,0.013046020408163264,-0.155659,-0.280785,0.506641
1079548,-0.142524,-0.037426,-0.027073000000000003,0.9856701020408162,0.032240510204081634,0.008001836734693877,-0.14791500000000002,-0.273753,0.492979
1079648,-0.130672,-0.054571,-0.029523,0.992719081632653,0.03765010204081632,0.013648265306122448,-0.146084,-0.266955,0.47579099999999996
1079748,-0.12212,-0.055825,-0.032914,1.000285306122449,0.04766877551020408,0.02196112244897959,-0.140389,-0.260533,0.46510200000000007
1079848,-0.118603,-0.062110000000000005,-0.031913,1.0020713265306123,0.050914387755102035,0.021530612244897957,-0.141193,-0.256548,0.455283
1079948,-0.126884,-0.06693500000000001,-0.024225999999999998,1.0065148979591836,0.0518319387755102,0.02002908163265306,-0.140049,-0.251719,0.44801499999999994
1080048,-0.126614,-0.062154999999999995,-0.017988,1.0091214285714283,0.05414367346938775,0.016070510204081633,-0.146892,-0.24581399999999998,0.441795
1080148,-0.123544,-0.047882,-0.012712000000000001,1.0062451020408163,0.05535602040816326,0.007282755102040816,-0.150849,-0.245679,0.44029399999999996
1080248,-0.12038,-0.042664999999999995,-0.005853,1.001578775510204,0.05276306122448979,-0.0042417346938775505,-0.159747,-0.243873,0.43686899999999995
1080348,-0.10991400000000001,-0.041662,-0.006343,0.9887632653061225,0.052084387755102046,-0.003340102040816326,-0.166177,-0.23869200000000002,0.435122
1080448,-0.098008,-0.041553,-0.010896,0.9921216326530612,0.0437988775510204,-0.0010958163265306121,-0.178109,-0.236461,0.43422
1080548,-0.091183,-0.054599,-0.0032869999999999996,0.9947611224489795,0.03929244897959183,0.005881326530612244,-0.18656099999999998,-0.237275,0.433167
1080648,-0.08651299999999999,-0.067747,-0.006737000000000001,0.9882280612244897,0.040785102040816326,0.005789285714285714,-0.189051,-0.237236,0.433167
1080748,-0.07774400000000001,-0.07380700000000001,-0.006442,0.9930482653061224,0.03696459183673469,0.0068959183673469385,-0.193454,-0.23348400000000002,0.42934399999999995
1080848,-0.07459,-0.069387,-0.005974,0.9954406122448978,0.038310510204081626,0.007806836734693878,-0.194384,-0.232802,0.425871
1080948,-0.068449,-0.061933,-0.006885,1.001780918367347,0.04097918367346939,0.008921224489795918,-0.19434500000000002,-0.23170900000000003,0.423922
1081048,-0.06804600000000001,-0.044153,-0.004392,1.005819387755102,0.046679795918367344,0.00514734693877551,-0.195262,-0.22900900000000002,0.420051
1081148,-0.06666699999999999,-0.027219999999999998,-0.005873,1.0047584693877551,0.04992061224489796,0.0011248979591836734,-0.194139,-0.225723,0.413706
1081248,-0.066412,-0.013605,-0.002502,1.0078155102040816,0.051856938775510196,0.002202040816326531,-0.19353,-0.22544099999999997,0.407709
1081348,-0.061079999999999995,-0.004118,-0.001718,1.007393469387755,0.0492369387755102,-0.0011533673469387754,-0.19001600000000002,-0.225923,0.406185
1081448,-0.055894000000000006,-0.000633,-0.000546,0.9988563265306121,0.04954591836734693,-0.0051226530612244895,-0.18643099999999999,-0.223246,0.40131500000000003
1081548,-0.058375,-0.007527,-0.009537,0.9989979591836733,0.05066122448979592,-0.006809183673469387,-0.18178699999999998,-0.221413,0.392896
1081648,-0.055390999999999996,-0.017531,-0.0071849999999999995,1.0094456122448978,0.041324387755102034,-0.0012375510204081632,-0.177662,-0.220617,0.38542600000000005
1081748,-0.04973,-0.030729000000000003,-0.004175,1.0052262244897958,0.049247959183673466,0.00637173469387755,-0.172541,-0.21537699999999999,0.378684
1081848,-0.043835,-0.030708999999999997,-0.005211,1.0055077551020406,0.053680306122448986,0.004420204081632653,-0.167438,-0.214146,0.372239
1081948,-0.046587,-0.024613999999999997,-0.0061,1.0110429591836736,0.05935387755102041,0.0026646938775510202,-0.16279200000000002,-0.211317,0.36386999999999997
1082048,-0.048958999999999996,-0.0175,-0.005804,1.0070778571428571,0.05983775510204081,0.0016872448979591836,-0.152173,-0.20611500000000002,0.356131
1082148,-0.050541,-0.007735,-0.009136,0.9957969387755101,0.05925132653061224,0.0017444897959183671,-0.146515,-0.20425,0.34671199999999996
1082248,-0.04925,-0.000231,-0.010954,0.9920270408163264,0.06290663265306122,0.003088877551020408,-0.135916,-0.200093,0.339922
1082348,-0.054903999999999994,0.002723,-0.008303,1.0033807142857143,0.036161428571428574,-0.002240816326530612,-0.12429000000000001,-0.193388,0.331759
1082448,-0.062937,-0.001153,0.007456999999999999,0.9994180612244897,0.03910112244897959,-0.00024040816326530612,-0.11112899999999999,-0.190074,0.320919
1082548,-0.062511,-0.002287,0.016108,1.001905612244898,0.04728704081632653,-0.0008664285714285714,-0.098536,-0.184454,0.314205
1082648,-0.063924,-0.000286,0.008593,0.9984676530612244,0.0529838775510204,-0.0017294897959183675,-0.083445,-0.180344,0.30691599999999997
1082748,-0.058065,-0.004815,0.009023,1.0050213265306123,0.055964693877551014,-0.003864591836734694,-0.069886,-0.175809,0.301651
1082848,-0.053417,-0.003959000000000001,0.002761,1.0008820408163266,0.05812591836734693,0.0011957142857142856,-0.054825,-0.172767,0.295811
1082948,-0.048783999999999994,-0.006026,-0.002959,1.0049668367346938,0.060539693877551023,0.0003105102040816326,-0.038747000000000004,-0.168199,0.289047
1083048,-0.05032,0.002734,-0.001463,1.0108561224489796,0.05174438775510203,-0.0006914285714285715,-0.025692000000000003,-0.162185,0.284358
1083148,-0.051121,0.014351,-0.0033829999999999997,0.997139387755102,0.05348867346938775,-0.011034693877551021,-0.012152,-0.158196,0.280067
1083248,-0.058952,0.016163999999999998,-0.007639,0.9952256122448979,0.04815744897959184,-0.017256428571428572,-0.002172,-0.153347,0.27982399999999996
1083348,-0.065749,0.0009550000000000001,-0.005168,0.9888832653061224,0.04134510204081633,-0.018870306122448978,0.007859999999999999,-0.150846,0.276456
1083448,-0.067376,-0.011006,0.000199,0.9872452040816326,0.04563846938775509,-0.010593265306122448,0.023316,-0.143119,0.27686700000000003
1083548,-0.06579299999999999,-0.017095,0.005472,0.9922057142857142,0.050532551020408156,-0.0011142857142857144,0.032215,-0.139468,0.281071
1083648,-0.064086,-0.016743,0.010348,0.9953886734693876,0.057296122448979594,0.0037059183673469388,0.04359,-0.138372,0.28565
1083748,-0.065314,-0.01694,0.007228,0.998177857142857,0.0580854081632653,-0.0008379591836734694,0.055561,-0.12959400000000001,0.28611
1083848,-0.0652,-0.022887,0.010751,1.001356020408163,0.05547795918367347,-0.0010446938775510203,0.065928,-0.12504300000000002,0.291865
1083948,-0.066089,-0.026458,0.005796,0.9973510204081631,0.05153959183673469,0.001448163265306122,0.075809,-0.123923,0.29644299999999996
1084048,-0.039219,-0.0071189999999999995,0.002358,1.0075039795918366,0.049684489795918364,-0.0006355102040816326,0.084685,-0.117853,0.302274
1084148,-0.009670999999999999,0.005026,0.002798,0.9968690816326529,0.048773979591836734,-0.0054063265306122455,0.089137,-0.114034,0.304477
1084248,-0.0032310000000000004,-0.023643,-0.008577,0.9826904081632652,0.04170836734693877,-0.00952265306122449,0.095946,-0.11308399999999999,0.313552
1084348,0.002516,-0.052154,-0.010072,0.9951066326530611,0.028489387755102038,-0.004674285714285714,0.101842,-0.10694300000000001,0.31888299999999997
1084448,0.009053,-0.054155999999999996,-0.00898,1.0023686734693877,0.028912959183673464,0.0106634693877551,0.106205,-0.10682799999999999,0.325407
1084548,0.0031030000000000003,-0.053007000000000006,-0.007306999999999999,1.0045211224489796,0.03740285714285714,0.008805306122448979,0.109528,-0.105324,0.33450599999999997
1084648,-0.002666,-0.067196,-0.005368,0.9980912244897959,0.047391224489795915,-0.0003219387755102041,0.11038900000000001,-0.10271199999999998,0.342156
1084748,-0.0045579999999999996,-0.076671,-0.000393,0.9941860204081631,0.05795897959183673,-0.003079081632653061,0.11573800000000001,-0.10363399999999999,0.349129
1084848,-0.005964,-0.08039,0.001124,0.9895239795918367,0.059562142857142855,-0.004401632653061224,0.117084,-0.098587,0.357906
1084948,0.003022,-0.082412,-0.001982,0.9903972448979591,0.05495663265306122,-0.009784489795918366,0.11990899999999999,-0.096577,0.367031
1085048,0.012412999999999999,-0.075573,-0.0019649999999999997,0.9885280612244898,0.05102397959183673,-0.009490102040816326,0.122698,-0.094165,0.378179
1085148,0.026664,-0.07057000000000001,-0.0042060000000000005,0.9922089795918365,0.044409897959183674,-0.014163061224489796,0.12396199999999999,-0.093296,0.390751
1085248,0.03535,-0.078126,-0.0014349999999999999,0.9933480612244898,0.04073918367346938,-0.016281734693877548,0.12427200000000001,-0.089824,0.401451
1085348,0.040941000000000005,-0.08909199999999999,-0.004414,0.9985545918367347,0.036172448979591834,-0.011283877551020408,0.12804400000000002,-0.089942,0.412972
1085448,0.052847000000000005,-0.098091,-0.002434,1.0031749999999997,0.03270275510204081,-0.007748673469387755,0.12935,-0.08648600000000001,0.42367200000000005
1085548,0.058663,-0.100186,0.000644,1.0015529591836734,0.03797857142857143,-0.0036974489795918368,0.131602,-0.085159,0.43676899999999996
1085648,0.061935000000000004,-0.097554,-0.000795,0.9966814285714286,0.04323489795918367,-0.006384591836734693,0.130394,-0.084202,0.448341
1085748,0.06551900000000001,-0.09074700000000001,5.9e-05,0.9895306122448979,0.049583673469387746,-0.0127565306122449,0.129692,-0.084226,0.459362
1085848,0.06843300000000001,-0.086359,0.0005740000000000001,0.9856293877551019,0.047119183673469386,-0.015323367346938774,0.130957,-0.082859,0.471959
1085948,0.070472,-0.082612,0.0044659999999999995,0.984012551020408,0.05041214285714286,-0.019024489795918368,0.132199,-0.079073,0.48618199999999995
1086048,0.071781,-0.083593,0.006997,0.9868153061224489,0.05526275510204082,-0.018884183673469387,0.131992,-0.080599,0.49712799999999996
1086148,0.07117799999999999,-0.09426799999999999,0.013221,0.9894385714285714,0.06041959183673468,-0.014794183673469387,0.128803,-0.078092,0.508275
1086248,0.059181,-0.102599,0.013904,0.997850306122449,0.0581919387755102,-0.012110714285714284,0.128594,-0.076155,0.519897
1086348,0.05205,-0.109751,0.01895,1.0036188775510202,0.055801122448979584,-0.0031841836734693876,0.127832,-0.073358,0.534569
1086448,0.054519000000000005,-0.10601500000000001,0.019965,1.0069934693877551,0.060312040816326525,-0.006450510204081631,0.122135,-0.070361,0.546741
